"","Tm","Year","Date","Time","LTime","at","Opp","Week","G.","Day","Result","OT","Location","Surface","Roof","Temperature","turf_spec","Stadium","Surface_detailed","Surface_3cat","Surface_2cat","n_injs","Surface_all","TeamYear"
"171","TEN",2022,"10/23/2022","","","","IND",7,6,"Sun","W 19-10","","TEN","grass","","","","TEN","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","TEN 2022"
"172","TEN",2022,"9/25/2022","","","","LV",3,3,"Sun","W 24-22","","TEN","grass","","","","TEN","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","TEN 2022"
"173","TEN",2022,"9/11/2022","","","","NYG",1,1,"Sun","L 20-21","","TEN","grass","","","","TEN","Natural Grass","Natural Grass","Natural Grass",6,"Bermuda","TEN 2022"
"174","GB",2022,"10/9/2022","","","","NYG",5,5,"Sun","L 22-27","","LON-Tot","ubu/turfnation","","","","LON-Tot","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","GB 2022"
"175","ATL",2022,"11/27/2022","","","@","WAS",12,12,"Sun","L 13-19","","WAS","grass","","","","WAS","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","ATL 2022"
"176","CLE",2022,"1/1/2023","","","@","WAS",17,16,"Sun","W 24-10","","WAS","grass","","","","WAS","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","CLE 2022"
"177","DAL",2022,"1/8/2023","","","@","WAS",18,17,"Sun","L 6-26","","WAS","grass","","","","WAS","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","DAL 2022"
"178","GB",2022,"10/23/2022","","","@","WAS",7,7,"Sun","L 21-23","","WAS","grass","","","","WAS","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","GB 2022"
"179","JAX",2022,"9/11/2022","","","@","WAS",1,1,"Sun","L 22-28","","WAS","grass","","","","WAS","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","JAX 2022"
"180","MIN",2022,"11/6/2022","","","@","WAS",9,8,"Sun","W 20-17","","WAS","grass","","","","WAS","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","MIN 2022"
"181","NYG",2022,"12/18/2022","","","@","WAS",15,14,"Sun","W 20-12","","WAS","grass","","","","WAS","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","NYG 2022"
"182","PHI",2022,"9/25/2022","","","@","WAS",3,3,"Sun","W 24-8","","WAS","grass","","","","WAS","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","PHI 2022"
"183","TEN",2022,"10/9/2022","","","@","WAS",5,5,"Sun","W 21-17","","WAS","grass","","","","WAS","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","TEN 2022"
"184","WAS",2022,"1/8/2023","","","","DAL",18,17,"Sun","W 26-6","","WAS","grass","","","","WAS","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","WAS 2022"
"185","WAS",2022,"1/1/2023","","","","CLE",17,16,"Sun","L 10-24","","WAS","grass","","","","WAS","Natural Grass","Natural Grass","Natural Grass",5,"Bermuda","WAS 2022"
"186","WAS",2022,"12/18/2022","","","","NYG",15,14,"Sun","L 12-20","","WAS","grass","","","","WAS","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","WAS 2022"
"187","WAS",2022,"11/27/2022","","","","ATL",12,12,"Sun","W 19-13","","WAS","grass","","","","WAS","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","WAS 2022"
"188","WAS",2022,"11/6/2022","","","","MIN",9,9,"Sun","L 17-20","","WAS","grass","","","","WAS","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","WAS 2022"
"189","WAS",2022,"10/23/2022","","","","GB",7,7,"Sun","W 23-21","","WAS","grass","","","","WAS","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","WAS 2022"
"190","WAS",2022,"10/9/2022","","","","TEN",5,5,"Sun","L 17-21","","WAS","grass","","","","WAS","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","WAS 2022"
"191","WAS",2022,"9/25/2022","","","","PHI",3,3,"Sun","L 8-24","","WAS","grass","","","","WAS","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","WAS 2022"
"192","WAS",2022,"9/11/2022","","","","JAX",1,1,"Sun","W 28-22","","WAS","grass","","","","WAS","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","WAS 2022"
"193","ATL",2021,"10/10/2021","","","","NYJ",5,5,"Sun","W 27-20","","LON-Tot","ubu/turfnation","","","","LON-Tot","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","ATL 2021"
"194","JAX",2021,"10/17/2021","","","","MIA",6,6,"Sun","W 23-20","","LON-Tot","ubu/turfnation","","","","LON-Tot","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","JAX 2021"
"195","MIA",2021,"10/17/2021","","","@","JAX",6,6,"Sun","L 20-23","","LON-Tot","ubu/turfnation","","","","LON-Tot","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",3,"UBU/Turfnation","MIA 2021"
"196","NYJ",2021,"10/10/2021","","","@","ATL",5,5,"Sun","L 20-27","","LON-Tot","ubu/turfnation","","","","LON-Tot","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","NYJ 2021"
"197","BAL",2021,"12/5/2021","","","@","PIT",13,12,"Sun","L 19-20","","PIT","grass","","","","PIT","Natural Grass","Natural Grass","Natural Grass",0,"Kentucky Bluegrass","BAL 2021"
"198","CHI",2021,"11/8/2021","","","@","PIT",9,9,"Mon","L 27-29","","PIT","grass","","","","PIT","Natural Grass","Natural Grass","Natural Grass",2,"Kentucky Bluegrass","CHI 2021"
"199","CIN",2021,"9/26/2021","","","@","PIT",3,3,"Sun","W 24-10","","PIT","grass","","","","PIT","Natural Grass","Natural Grass","Natural Grass",1,"Kentucky Bluegrass","CIN 2021"
"200","CLE",2021,"1/3/2022","","","@","PIT",17,16,"Mon","L 14-26","","PIT","grass","","","","PIT","Natural Grass","Natural Grass","Natural Grass",0,"Kentucky Bluegrass","CLE 2021"
"201","DEN",2021,"10/10/2021","","","@","PIT",5,5,"Sun","L 19-27","","PIT","grass","","","","PIT","Natural Grass","Natural Grass","Natural Grass",2,"Kentucky Bluegrass","DEN 2021"
"202","DET",2021,"11/14/2021","","","@","PIT",10,9,"Sun","T 16-16 (OT)","OT","PIT","grass","","","","PIT","Natural Grass","Natural Grass","Natural Grass",3,"Kentucky Bluegrass","DET 2021"
"203","LV",2021,"9/19/2021","","","@","PIT",2,2,"Sun","W 26-17","","PIT","grass","","","","PIT","Natural Grass","Natural Grass","Natural Grass",1,"Kentucky Bluegrass","LV 2021"
"204","PIT",2021,"9/19/2021","","","","LV",2,2,"Sun","L 17-26","","PIT","grass","","","","PIT","Natural Grass","Natural Grass","Natural Grass",3,"Kentucky Bluegrass","PIT 2021"
"205","PIT",2021,"9/26/2021","","","","CIN",3,3,"Sun","L 10-24","","PIT","grass","","","","PIT","Natural Grass","Natural Grass","Natural Grass",2,"Kentucky Bluegrass","PIT 2021"
"206","PIT",2021,"10/10/2021","","","","DEN",5,5,"Sun","W 27-19","","PIT","grass","","","","PIT","Natural Grass","Natural Grass","Natural Grass",0,"Kentucky Bluegrass","PIT 2021"
"207","PIT",2021,"10/17/2021","","","","SEA",6,6,"Sun","W 23-20 (OT)","OT","PIT","grass","","","","PIT","Natural Grass","Natural Grass","Natural Grass",3,"Kentucky Bluegrass","PIT 2021"
"208","PIT",2021,"11/8/2021","","","","CHI",9,8,"Mon","W 29-27","","PIT","grass","","","","PIT","Natural Grass","Natural Grass","Natural Grass",1,"Kentucky Bluegrass","PIT 2021"
"209","PIT",2021,"11/14/2021","","","","DET",10,9,"Sun","T 16-16 (OT)","OT","PIT","grass","","","","PIT","Natural Grass","Natural Grass","Natural Grass",4,"Kentucky Bluegrass","PIT 2021"
"210","PIT",2021,"12/5/2021","","","","BAL",13,12,"Sun","W 20-19","","PIT","grass","","","","PIT","Natural Grass","Natural Grass","Natural Grass",1,"Kentucky Bluegrass","PIT 2021"
"211","PIT",2021,"12/19/2021","","","","TEN",15,14,"Sun","W 19-13","","PIT","grass","","","","PIT","Natural Grass","Natural Grass","Natural Grass",1,"Kentucky Bluegrass","PIT 2021"
"212","PIT",2021,"1/3/2022","","","","CLE",17,16,"Mon","W 26-14","","PIT","grass","","","","PIT","Natural Grass","Natural Grass","Natural Grass",1,"Kentucky Bluegrass","PIT 2021"
"213","SEA",2021,"10/17/2021","","","@","PIT",6,6,"Sun","L 20-23 (OT)","OT","PIT","grass","","","","PIT","Natural Grass","Natural Grass","Natural Grass",1,"Kentucky Bluegrass","SEA 2021"
"214","TEN",2021,"12/19/2021","","","@","PIT",15,14,"Sun","L 13-19","","PIT","grass","","","","PIT","Natural Grass","Natural Grass","Natural Grass",0,"Kentucky Bluegrass","TEN 2021"
"215","ARI",2021,"11/7/2021","","","@","SF",9,9,"Sun","W 31-17","","SFO","grass","","","","SFO","Natural Grass","Natural Grass","Natural Grass",1,"Natural Grass","ARI 2021"
"216","ATL",2021,"12/19/2021","","","@","SF",15,14,"Sun","L 13-31","","SFO","grass","","","","SFO","Natural Grass","Natural Grass","Natural Grass",1,"Natural Grass","ATL 2021"
"217","GB",2021,"9/26/2021","","","@","SF",3,3,"Sun","W 30-28","","SFO","grass","","","","SFO","Natural Grass","Natural Grass","Natural Grass",2,"Natural Grass","GB 2021"
"218","HOU",2021,"1/2/2022","","","@","SF",17,16,"Sun","L 7-23","","SFO","grass","","","","SFO","Natural Grass","Natural Grass","Natural Grass",1,"Natural Grass","HOU 2021"
"219","IND",2021,"10/24/2021","","","@","SF",7,7,"Sun","W 30-18","","SFO","grass","","","","SFO","Natural Grass","Natural Grass","Natural Grass",2,"Natural Grass","IND 2021"
"220","LAR",2021,"11/15/2021","","","@","SF",10,10,"Mon","L 10-31","","SFO","grass","","","","SFO","Natural Grass","Natural Grass","Natural Grass",1,"Natural Grass","LAR 2021"
"221","MIN",2021,"11/28/2021","","","@","SF",12,11,"Sun","L 26-34","","SFO","grass","","","","SFO","Natural Grass","Natural Grass","Natural Grass",1,"Natural Grass","MIN 2021"
"222","SEA",2021,"10/3/2021","","","@","SF",4,4,"Sun","W 28-21","","SFO","grass","","","","SFO","Natural Grass","Natural Grass","Natural Grass",0,"Natural Grass","SEA 2021"
"223","SF",2021,"9/26/2021","","","","GB",3,3,"Sun","L 28-30","","SFO","grass","","","","SFO","Natural Grass","Natural Grass","Natural Grass",2,"Natural Grass","SF 2021"
"224","SF",2021,"10/3/2021","","","","SEA",4,4,"Sun","L 21-28","","SFO","grass","","","","SFO","Natural Grass","Natural Grass","Natural Grass",2,"Natural Grass","SF 2021"
"225","SF",2021,"10/24/2021","","","","IND",7,6,"Sun","L 18-30","","SFO","grass","","","","SFO","Natural Grass","Natural Grass","Natural Grass",1,"Natural Grass","SF 2021"
"226","SF",2021,"11/7/2021","","","","ARI",9,8,"Sun","L 17-31","","SFO","grass","","","","SFO","Natural Grass","Natural Grass","Natural Grass",5,"Natural Grass","SF 2021"
"227","SF",2021,"11/15/2021","","","","LAR",10,9,"Mon","W 31-10","","SFO","grass","","","","SFO","Natural Grass","Natural Grass","Natural Grass",0,"Natural Grass","SF 2021"
"228","SF",2021,"11/28/2021","","","","MIN",12,11,"Sun","W 34-26","","SFO","grass","","","","SFO","Natural Grass","Natural Grass","Natural Grass",3,"Natural Grass","SF 2021"
"229","SF",2021,"12/19/2021","","","","ATL",15,14,"Sun","W 31-13","","SFO","grass","","","","SFO","Natural Grass","Natural Grass","Natural Grass",2,"Natural Grass","SF 2021"
"230","SF",2021,"1/2/2022","","","","HOU",17,16,"Sun","W 23-7","","SFO","grass","","","","SFO","Natural Grass","Natural Grass","Natural Grass",1,"Natural Grass","SF 2021"
"231","ATL",2021,"9/19/2021","","","@","TB",2,2,"Sun","L 25-48","","TAM","grass","","","","TAM","Natural Grass","Natural Grass","Natural Grass",1,"Natural Grass","ATL 2021"
"232","BUF",2021,"12/12/2021","","","@","TB",14,13,"Sun","L 27-33 (OT)","OT","TAM","grass","","","","TAM","Natural Grass","Natural Grass","Natural Grass",2,"Natural Grass","BUF 2021"
"233","CAR",2021,"1/9/2022","","","@","TB",18,17,"Sun","L 17-41","","TAM","grass","","","","TAM","Natural Grass","Natural Grass","Natural Grass",0,"Natural Grass","CAR 2021"
"234","CHI",2021,"10/24/2021","","","@","TB",7,7,"Sun","L 3-38","","TAM","grass","","","","TAM","Natural Grass","Natural Grass","Natural Grass",0,"Natural Grass","CHI 2021"
"235","DAL",2021,"9/9/2021","","","@","TB",1,1,"Thu","L 29-31","","TAM","grass","","","","TAM","Natural Grass","Natural Grass","Natural Grass",3,"Natural Grass","DAL 2021"
"236","MIA",2021,"10/10/2021","","","@","TB",5,5,"Sun","L 17-45","","TAM","grass","","","","TAM","Natural Grass","Natural Grass","Natural Grass",4,"Natural Grass","MIA 2021"
"237","NO",2021,"12/19/2021","","","@","TB",15,14,"Sun","W 9-0","","TAM","grass","","","","TAM","Natural Grass","Natural Grass","Natural Grass",0,"Natural Grass","NO 2021"
"238","NYG",2021,"11/22/2021","","","@","TB",11,10,"Mon","L 10-30","","TAM","grass","","","","TAM","Natural Grass","Natural Grass","Natural Grass",3,"Natural Grass","NYG 2021"
"239","TB",2021,"9/9/2021","","","","DAL",1,1,"Thu","W 31-29","","TAM","grass","","","","TAM","Natural Grass","Natural Grass","Natural Grass",0,"Natural Grass","TB 2021"
"240","TB",2021,"9/19/2021","","","","ATL",2,2,"Sun","W 48-25","","TAM","grass","","","","TAM","Natural Grass","Natural Grass","Natural Grass",0,"Natural Grass","TB 2021"
"241","TB",2021,"10/10/2021","","","","MIA",5,5,"Sun","W 45-17","","TAM","grass","","","","TAM","Natural Grass","Natural Grass","Natural Grass",1,"Natural Grass","TB 2021"
"242","TB",2021,"10/24/2021","","","","CHI",7,7,"Sun","W 38-3","","TAM","grass","","","","TAM","Natural Grass","Natural Grass","Natural Grass",1,"Natural Grass","TB 2021"
"243","TB",2021,"11/22/2021","","","","NYG",11,10,"Mon","W 30-10","","TAM","grass","","","","TAM","Natural Grass","Natural Grass","Natural Grass",0,"Natural Grass","TB 2021"
"244","TB",2021,"12/12/2021","","","","BUF",14,13,"Sun","W 33-27 (OT)","OT","TAM","grass","","","","TAM","Natural Grass","Natural Grass","Natural Grass",4,"Natural Grass","TB 2021"
"245","TB",2021,"12/19/2021","","","","NO",15,14,"Sun","L 0-9","","TAM","grass","","","","TAM","Natural Grass","Natural Grass","Natural Grass",5,"Natural Grass","TB 2021"
"246","TB",2021,"1/9/2022","","","","CAR",18,17,"Sun","W 41-17","","TAM","grass","","","","TAM","Natural Grass","Natural Grass","Natural Grass",0,"Natural Grass","TB 2021"
"247","ARI",2021,"9/12/2021","","","@","TEN",1,1,"Sun","W 38-13","","TEN","grass","","","","TEN","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","ARI 2021"
"248","BUF",2021,"10/18/2021","","","@","TEN",6,6,"Mon","L 31-34","","TEN","grass","","","","TEN","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","BUF 2021"
"249","HOU",2021,"11/21/2021","","","@","TEN",11,10,"Sun","W 22-13","","TEN","grass","","","","TEN","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","HOU 2021"
"250","IND",2021,"9/26/2021","","","@","TEN",3,3,"Sun","L 16-25","","TEN","grass","","","","TEN","Natural Grass","Natural Grass","Natural Grass",3,"Bermuda","IND 2021"
"251","JAX",2021,"12/12/2021","","","@","TEN",14,13,"Sun","L 0-20","","TEN","grass","","","","TEN","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","JAX 2021"
"252","KC",2021,"10/24/2021","","","@","TEN",7,7,"Sun","L 3-27","","TEN","grass","","","","TEN","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","KC 2021"
"253","MIA",2021,"1/2/2022","","","@","TEN",17,16,"Sun","L 3-34","","TEN","grass","","","","TEN","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","MIA 2021"
"254","NO",2021,"11/14/2021","","","@","TEN",10,9,"Sun","L 21-23","","TEN","grass","","","","TEN","Natural Grass","Natural Grass","Natural Grass",4,"Bermuda","NO 2021"
"255","SF",2021,"12/23/2021","","","@","TEN",16,15,"Thu","L 17-20","","TEN","grass","","","","TEN","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","SF 2021"
"256","TEN",2021,"9/12/2021","","","","ARI",1,1,"Sun","L 13-38","","TEN","grass","","","","TEN","Natural Grass","Natural Grass","Natural Grass",6,"Bermuda","TEN 2021"
"257","TEN",2021,"9/26/2021","","","","IND",3,3,"Sun","W 25-16","","TEN","grass","","","","TEN","Natural Grass","Natural Grass","Natural Grass",4,"Bermuda","TEN 2021"
"258","TEN",2021,"10/18/2021","","","","BUF",6,6,"Mon","W 34-31","","TEN","grass","","","","TEN","Natural Grass","Natural Grass","Natural Grass",5,"Bermuda","TEN 2021"
